Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00    277.14     0.00        1     0.00     0.00  do_semhat_weight_
  0.00    277.14     0.00        1     0.00     0.00  dofcnt_
  0.00    277.14     0.00        1     0.00     0.00  domain_size_
  0.00    277.14     0.00        1     0.00     0.00  echopar_
  0.00    277.14     0.00        1     0.00     0.00  esteig_
  0.00    277.14     0.00        1     0.00     0.00  estrat_
  0.00    277.14     0.00        1     0.00     0.00  files_
  0.00    277.14     0.00        1     0.00     0.04  findpts_setup_
  0.00    277.14     0.00        1     0.00     0.00  flush_io_
  0.00    277.14     0.00        1     0.00     0.00  full_restart_
  0.00    277.14     0.00        1     0.00     0.00  gen_dgl_
  0.00    277.14     0.00        1     0.00     0.00  gen_fast_spacing_
  0.00    277.14     0.00        1     0.00     0.00  gencoor_
  0.00    277.14     0.00        1     0.00     0.09  geneig_
  0.00    277.14     0.00        1     0.00     0.16  gengeom_
  0.00    277.14     0.00        1     0.00     0.00  genwz_
  0.00    277.14     0.00        1     0.00     0.11  genxyz_
  0.00    277.14     0.00        1     0.00     0.01  genxyzl_
  0.00    277.14     0.00        1     0.00     0.01  get_local_crs_galerkin_
  0.00    277.14     0.00        1     0.00     0.00  get_session_info_
  0.00    277.14     0.00        1     0.00     0.00  get_vert_map_
  0.00    277.14     0.00        1     0.00     0.00  get_vertex_
  0.00    277.14     0.00        1     0.00     0.00  gs_free_
  0.00    277.14     0.00        1     0.00     0.90  h1mg_setup_
  0.00    277.14     0.00        1     0.00     0.14  h1mg_setup_dssum_
  0.00    277.14     0.00        1     0.00     0.67  h1mg_setup_fdm_
  0.00    277.14     0.00        1     0.00     0.00  h1mg_setup_mg_nx_
  0.00    277.14     0.00        1     0.00     0.01  h1mg_setup_schwarz_wt_
  0.00    277.14     0.00        1     0.00     0.00  h1mg_setup_semhat_
  0.00    277.14     0.00        1     0.00     0.02  h1mg_setup_wtmask_
  0.00    277.14     0.00        1     0.00     0.00  hsmg_index_0_
  0.00    277.14     0.00        1     0.00     0.44  hsmg_setup_
  0.00    277.14     0.00        1     0.00     0.09  hsmg_setup_dssum_
  0.00    277.14     0.00        1     0.00     0.34  hsmg_setup_fdm_
  0.00    277.14     0.00        1     0.00     0.00  hsmg_setup_mg_nx_
  0.00    277.14     0.00        1     0.00     0.00  hsmg_setup_schwarz_wt_
  0.00    277.14     0.00        1     0.00     0.00  hsmg_setup_semhat_
  0.00    277.14     0.00        1     0.00     0.01  hsmg_setup_wtmask_
  0.00    277.14     0.00        1     0.00     0.00  i8glsum_
  0.00    277.14     0.00        1     0.00     0.00  iface_vert_int8cmt_
  0.00    277.14     0.00        1     0.00     0.00  iglmin_
  0.00    277.14     0.00        1     0.00     0.00  in_situ_init_
  0.00    277.14     0.00        1     0.00     0.00  iniproc_
  0.00    277.14     0.00        1     0.00     0.00  init_nek_comm_
  0.00    277.14     0.00        1     0.00     0.00  init_plugin_
  0.00    277.14     0.00        1     0.00     0.02  init_stokes_particles_
  0.00    277.14     0.00        1     0.00     0.01  initdat_
  0.00    277.14     0.00        1     0.00     0.00  initdim_
  0.00    277.14     0.00        1     0.00     0.00  initds_
  0.00    277.14     0.00        1     0.00     0.04  intpts_setup_
  0.00    277.14     0.00        1     0.00     0.00  io_init_
  0.00    277.14     0.00        1     0.00     0.00  ivlmax_
  0.00    277.14     0.00        1     0.00     0.00  izero8_
  0.00    277.14     0.00        1     0.00     0.00  jl_findpts_el_setup_3
  0.00    277.14     0.00        1     0.00     0.02  jl_obbox_calc_3
  0.00    277.14     0.00        1     0.00     0.00  lagmass_
  0.00    277.14     0.00        1     0.00     0.05  linquad_
  0.00    277.14     0.00        1     0.00     0.00  load_semhat_weighted_
  0.00    277.14     0.00        1     0.00     0.00  log2_
  0.00    277.14     0.00        1     0.00     0.00  mapelpr_
  0.00    277.14     0.00        1     0.00     0.00  mg_set_gb_
  0.00    277.14     0.00        1     0.00     0.00  mg_set_h1_
  0.00    277.14     0.00        1     0.00     0.00  mg_set_h2_
  0.00    277.14     0.00        1     0.00     0.01  mg_set_msk_
  0.00    277.14     0.00        1     0.00     0.00  mixtperf_cp_cvr_
  0.00    277.14     0.00        1     0.00     0.00  mixtperf_r_m_
  0.00    277.14     0.00        1     0.00     0.00  mynode_
  0.00    277.14     0.00        1     0.00     0.00  nek_cmt_init_
  0.00    277.14     0.00        1     0.00     0.00  nek_comm_getstat_
  0.00    277.14     0.00        1     0.00     0.00  nek_comm_io_
  0.00    277.14     0.00        1     0.00     0.00  nek_comm_startstat_
  0.00    277.14     0.00        1     0.00     0.00  numnodes_
  0.00    277.14     0.00        1     0.00     0.00  opcolv_
  0.00    277.14     0.00        1     0.00     0.00  opdsop_
  0.00    277.14     0.00        1     0.00     0.00  opdssum_
  0.00    277.14     0.00        1     0.00     0.00  plane_space_
  0.00    277.14     0.00        1     0.00     0.00  pprint_all_
  0.00    277.14     0.00        1     0.00     0.01  rand_fld_h1_
  0.00    277.14     0.00        1     0.00     0.00  rdbdry_
  0.00    277.14     0.00        1     0.00     0.00  rdcurve_
  0.00    277.14     0.00        1     0.00     0.00  rdhist_
  0.00    277.14     0.00        1     0.00     0.00  rdicdf_
  0.00    277.14     0.00        1     0.00     0.00  rdmatp_
  0.00    277.14     0.00        1     0.00     0.00  rdmesh_
  0.00    277.14     0.00        1     0.00     0.00  rdobj_
  0.00    277.14     0.00        1     0.00     0.00  rdout_
  0.00    277.14     0.00        1     0.00     0.00  rdparam_
  0.00    277.14     0.00        1     0.00     0.00  readat_
  0.00    277.14     0.00        1     0.00     0.00  restart_
  0.00    277.14     0.00        1     0.00     0.00  runstat_
  0.00    277.14     0.00        1     0.00     0.00  set_convect_new_
  0.00    277.14     0.00        1     0.00     0.00  set_mat_ij_
  0.00    277.14     0.00        1     0.00     1.43  set_overlap_
  0.00    277.14     0.00        1     0.00     0.00  set_part_pointers_
  0.00    277.14     0.00        1     0.00     0.00  set_proc_map_
  0.00    277.14     0.00        1     0.00     0.00  set_tstep_coef_
  0.00    277.14     0.00        1     0.00     0.08  set_up_h1_crs_
  0.00    277.14     0.00        1     0.00     0.00  setcdof_
  0.00    277.14     0.00        1     0.00     0.00  setchar_
  0.00    277.14     0.00        1     0.00     0.00  setedge_
  0.00    277.14     0.00        1     0.00     0.02  setics_
  0.00    277.14     0.00        1     0.00     0.00  setlog_
  0.00    277.14     0.00        1     0.00     0.00  setprop_
  0.00    277.14     0.00        1     0.00     0.00  setside_
  0.00    277.14     0.00        1     0.00     0.02  setup_cmt_commo_
  0.00    277.14     0.00        1     0.00     0.02  setup_cmt_gs_
  0.00    277.14     0.00        1     0.00     0.00  setup_convect_
  0.00    277.14     0.00        1     0.00     0.03  setup_topo_
  0.00    277.14     0.00        1     0.00     0.00  setvar_
  0.00    277.14     0.00        1     0.00     0.00  slogic_
  0.00    277.14     0.00        1     0.00     0.00  sstest_
  0.00    277.14     0.00        1     0.00     0.01  startx1_
  0.00    277.14     0.00        1     0.00     0.00  swap_lengths_
  0.00    277.14     0.00        1     0.00     0.00  time00_
  0.00    277.14     0.00        1     0.00     0.00  usrdat2_
  0.00    277.14     0.00        1     0.00     0.00  usrdat3_
  0.00    277.14     0.00        1     0.00     0.03  usrdat_
  0.00    277.14     0.00        1     0.00     0.00  vec_dsop_
  0.00    277.14     0.00        1     0.00     0.00  vec_dssum_
  0.00    277.14     0.00        1     0.00     0.00  verrhe_
  0.00    277.14     0.00        1     0.00     0.00  vprops_

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.00% of 277.14 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     96.8    0.00  268.15                 nek_solve_ [1]
                0.00  207.94    2000/2000        nek__multi_advance_ [2]
                0.00   58.49    2000/2001        userchk_ [7]
                0.00    1.72    2000/2000        prepost_ [61]
                0.00    0.00       1/2002        comment_ [194]
                0.00    0.00    2000/2000        in_situ_check_ [374]
                0.00    0.00       2/2           nek_comm_settings_ [507]
                0.00    0.00       1/2250        nekgsync_ [372]
                0.00    0.00       1/1           nek_comm_startstat_ [546]
-----------------------------------------------
                0.00  207.94    2000/2000        nek_solve_ [1]
[2]     75.0    0.00  207.94    2000         nek__multi_advance_ [2]
                3.44  195.32    2000/2000        cmt_nek_advance_ [3]
                0.00    9.18    2000/2000        nek_advance_ [30]
-----------------------------------------------
                3.44  195.32    2000/2000        nek__multi_advance_ [2]
[3]     71.7    3.44  195.32    2000         cmt_nek_advance_ [3]
                0.05  195.15    6000/6000        compute_rhs_and_dt_ [4]
                0.00    0.11       1/1           cmt_flow_ics_ [112]
                0.01    0.00    2000/4232000     nekcopy_ [19]
                0.00    0.00       1/1           set_tstep_coef_ [557]
-----------------------------------------------
                0.05  195.15    6000/6000        cmt_nek_advance_ [3]
[4]     70.4    0.05  195.15    6000         compute_rhs_and_dt_ [4]
                0.01   77.11    6000/6000        fluxes_full_field_ [6]
                2.06   45.77 1920000/1920000     assemble_h_ [10]
                3.30   32.09 1920000/1920000     flux_div_integral_ [14]
                1.60   15.97 1920000/1920000     compute_forcing_ [24]
                3.26    2.87   30000/30000       surface_integral_full_ [38]
                5.09    0.00    6000/21504       rzero_ [23]
                0.00    4.02    4000/6000        compute_primitive_vars_ [39]
                0.02    1.97 1920000/1920000     add_conv_diff_h_ [58]
                0.00    0.00    6000/6000        set_dealias_face_ [359]
-----------------------------------------------
                0.00    0.00     336/173440067     compute_face_data_rs [292]
                0.00    0.00     384/173440067     mg_intp_fc_e_ [291]
                0.00    0.00     576/173440067     tensor_ig3 [282]
                0.00    0.00     684/173440067     get_edge [268]
                0.00    0.00    1024/173440067     hsmg_tnsr3d_ [276]
                0.00    0.00    1278/173440067     compute_face_data_tr [274]
                0.00    0.00    1344/173440067     mg_intp_gfc_e_ [272]
                0.00    0.00    1698/173440067     findpt_face [248]
                0.00    0.00    4608/173440067     xyzrst_ [239]
                0.01    0.00   17920/173440067     axhelm_ [140]
                0.02    0.00   52395/173440067     findpt_vol [129]
                0.02    0.00   53244/173440067     tensor_mtxv [151]
                0.53    0.00 1152000/173440067     neklocal_grad3_ [83]
                7.12    0.00 15360000/173440067     local_grad3_t_ [34]
               13.31    0.00 28704000/173440067     inviscidflux_ [13]
               26.62    0.00 57408000/173440067     map_faced_ [17]
               32.77    0.00 70680576/173440067     specmpn_ [16]
[5]     29.0   80.42    0.00 173440067         mxf6_ [5]
-----------------------------------------------
                0.01   77.11    6000/6000        compute_rhs_and_dt_ [4]
[6]     27.8    0.01   77.11    6000         fluxes_full_field_ [6]
                0.97   42.94    6000/6000        inviscidflux_ [13]
                0.00   23.32    6000/6000        face_state_commo_ [20]
                0.02    7.06   30000/30000       faceu_ [37]
                2.70    0.11   30000/30000       fillq_ [53]
-----------------------------------------------
                0.00    0.03       1/2001        nek_init_ [59]
                0.00   58.49    2000/2001        nek_solve_ [1]
[7]     21.1    0.00   58.52    2001         userchk_ [7]
                0.00   58.49    2001/2001        stokes_particles_ [8]
                0.02    0.01       3/3           output_particles_new_ [150]
                0.00    0.00    2000/2021        glsum_ [222]
                0.00    0.00       2/21504       rzero_ [23]
                0.00    0.00    4002/15590207     dnekclock_ [197]
                0.00    0.00       1/1           domain_size_ [318]
                0.00    0.00     192/3264        vlmin_ [368]
                0.00    0.00     192/3840        vlmax_ [367]
-----------------------------------------------
                0.00   58.49    2001/2001        userchk_ [7]
[8]     21.1    0.00   58.49    2001         stokes_particles_ [8]
                5.50   52.97    2000/2000        update_stokes_particles_ [9]
                0.00    0.02       1/1           init_stokes_particles_ [152]
                0.00    0.00       1/21504       rzero_ [23]
                0.00    0.00    4002/15590207     dnekclock_ [197]
                0.00    0.00       1/16          izero_ [456]
                0.00    0.00       1/1           baryweights_ [512]
-----------------------------------------------
                5.50   52.97    2000/2000        stokes_particles_ [8]
[9]     21.1    5.50   52.97    2000         update_stokes_particles_ [9]
                0.09   47.14    2000/2001        interp_u_for_adv_ [11]
                0.00    3.39    2000/2000        get_bdf_ext_coefs_ [49]
                0.00    2.01    2000/6000        compute_primitive_vars_ [39]
                0.33    0.00    2000/2000        update_particle_location_ [93]
                0.00    0.00    4000/15590207     dnekclock_ [197]
-----------------------------------------------
                2.06   45.77 1920000/1920000     compute_rhs_and_dt_ [4]
[10]    17.3    2.06   45.77 1920000         assemble_h_ [10]
                0.17   45.60 1920000/1920000     evaluate_conv_h_ [12]
-----------------------------------------------
                0.00    0.02       1/2001        init_stokes_particles_ [152]
                0.09   47.14    2000/2001        update_stokes_particles_ [9]
[11]    17.1    0.09   47.16    2001         interp_u_for_adv_ [11]
                0.25   28.27    2001/2001        baryweights_findpts_eval_ [18]
                0.00   13.55    2001/2001        findpts_ [27]
                2.00    0.90    2001/2001        particles_in_nid_ [51]
                0.14    0.90    2001/2001        update_findpts_info_ [72]
